00001 org.apache.commons.codec.DecoderException.getMessage()Ljava/lang/String; org.apache.commons.codec.DecoderException.getCause()Ljava/lang/Throwable; all-tests,org.apache.commons.codec.DecoderExceptionTest,org.apache.commons.codec.DecoderExceptionTest#testConstructor0,org.apache.commons.codec.DecoderExceptionTest#testConstructorString,org.apache.commons.codec.DecoderExceptionTest#testConstructorStringThrowable,org.apache.commons.codec.DecoderExceptionTest#testConstructorThrowable
00002 org.apache.commons.codec.EncoderException.getMessage()Ljava/lang/String; org.apache.commons.codec.EncoderException.getCause()Ljava/lang/Throwable; all-tests,org.apache.commons.codec.EncoderExceptionTest,org.apache.commons.codec.EncoderExceptionTest#testConstructor0,org.apache.commons.codec.EncoderExceptionTest#testConstructorString,org.apache.commons.codec.EncoderExceptionTest#testConstructorStringThrowable,org.apache.commons.codec.EncoderExceptionTest#testConstructorThrowable
00003 org.apache.commons.codec.StringEncoder.encode(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.DoubleMetaphone.cleanInput(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.DoubleMetaphone2Test#testEncodeNull,org.apache.commons.codec.language.DoubleMetaphoneTest#testEncodeNull
00004 org.apache.commons.codec.StringEncoder.encode(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.DoubleMetaphone2Test#testEncodeNull,org.apache.commons.codec.language.DoubleMetaphoneTest#testEncodeNull
00005 org.apache.commons.codec.StringEncoder.encode(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(Ljava/lang/String;Z)Ljava/lang/String; org.apache.commons.codec.language.DoubleMetaphone2Test#testEncodeNull,org.apache.commons.codec.language.DoubleMetaphoneTest#testEncodeNull
00006 org.apache.commons.codec.StringEncoder.encode(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.Metaphone.metaphone(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.MetaphoneTest#testEncodeNull
00007 org.apache.commons.codec.StringEncoder.encode(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.Nysiis.nysiis(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.NysiisTest#testEncodeNull
00008 org.apache.commons.codec.StringEncoder.encode(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.RefinedSoundex.soundex(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.RefinedSoundexTest#testEncodeNull
00009 org.apache.commons.codec.StringEncoder.encode(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.Soundex.soundex(Ljava/lang/String;)Ljava/lang/String; org.apache.commons.codec.language.SoundexTest#testEncodeNull
00010 org.apache.commons.codec.StringEncoderAbstractTest.createStringEncoder()Lorg/apache/commons/codec/StringEncoder; org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()Lorg/apache/commons/codec/StringEncoder; org.apache.commons.codec.language.Caverphone1Test#testEncodeEmpty,org.apache.commons.codec.language.Caverphone1Test#testEncodeNull,org.apache.commons.codec.language.Caverphone1Test#testEncodeWithInvalidObject,org.apache.commons.codec.language.Caverphone1Test#testLocaleIndependence,org.apache.commons.codec.language.Caverphone2Test#testEncodeEmpty,org.apache.commons.codec.language.Caverphone2Test#testEncodeNull,org.apache.commons.codec.language.Caverphone2Test#testEncodeWithInvalidObject,org.apache.commons.codec.language.Caverphone2Test#testLocaleIndependence,org.apache.commons.codec.language.DaitchMokotoffSoundexTest#testEncodeEmpty,org.apache.commons.codec.language.DaitchMokotoffSoundexTest#testEncodeNull,org.apache.commons.codec.language.DaitchMokotoffSoundexTest#testEncodeWithInvalidObject,org.apache.commons.codec.language.DaitchMokotoffSoundexTest#testLocaleIndependence,org.apache.commons.codec.language.DoubleMetaphone2Test#testEncodeEmpty,org.apache.commons.codec.language.DoubleMetaphone2Test#testEncodeNull,org.apache.commons.codec.language.DoubleMetaphone2Test#testEncodeWithInvalidObject,org.apache.commons.codec.language.DoubleMetaphone2Test#testLocaleIndependence,org.apache.commons.codec.language.DoubleMetaphoneTest#testEncodeEmpty,org.apache.commons.codec.language.DoubleMetaphoneTest#testEncodeNull,org.apache.commons.codec.language.DoubleMetaphoneTest#testEncodeWithInvalidObject,org.apache.commons.codec.language.DoubleMetaphoneTest#testLocaleIndependence,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testEncodeEmpty,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testEncodeNull,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testEncodeWithInvalidObject,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testLocaleIndependence,org.apache.commons.codec.language.MetaphoneTest#testEncodeEmpty,org.apache.commons.codec.language.MetaphoneTest#testEncodeNull,org.apache.commons.codec.language.MetaphoneTest#testEncodeWithInvalidObject,org.apache.commons.codec.language.MetaphoneTest#testLocaleIndependence,org.apache.commons.codec.language.NysiisTest#testEncodeEmpty,org.apache.commons.codec.language.NysiisTest#testEncodeNull,org.apache.commons.codec.language.NysiisTest#testEncodeWithInvalidObject,org.apache.commons.codec.language.NysiisTest#testLocaleIndependence,org.apache.commons.codec.language.RefinedSoundexTest#testEncodeEmpty,org.apache.commons.codec.language.RefinedSoundexTest#testEncodeNull,org.apache.commons.codec.language.RefinedSoundexTest#testEncodeWithInvalidObject,org.apache.commons.codec.language.RefinedSoundexTest#testLocaleIndependence,org.apache.commons.codec.language.SoundexTest#testEncodeEmpty,org.apache.commons.codec.language.SoundexTest#testEncodeNull,org.apache.commons.codec.language.SoundexTest#testEncodeWithInvalidObject,org.apache.commons.codec.language.SoundexTest#testLocaleIndependence,org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testEncodeEmpty,org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testEncodeNull,org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testEncodeWithInvalidObject,org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testLocaleIndependence
00011 org.apache.commons.codec.binary.Base16.decode(Ljava/lang/Object;)Ljava/lang/Object; org.apache.commons.codec.binary.BaseNCodec.decode(Ljava/lang/String;)[B org.apache.commons.codec.binary.Base16Test#testStringToByteVariations
