00001,spurious
00002,unknown
00003,spurious
00004,spurious
00005,spurious
00006,spurious
00007,spurious
00008,spurious
00009,spurious
00010,spurious
00011,spurious
00012,spurious
00013,spurious
00014,unknown
00015,unknown
00016,unknown
00017,unknown
00018,unknown
00019,unknown
00020,unknown
00021,unknown
00022,unknown
00023,spurious
00024,spurious
00025,spurious
00026,unknown
00027,spurious
00028,spurious
00029,spurious
00030,spurious
00031,spurious
00032,spurious
00033,spurious
00034,spurious
00035,spurious
00036,unknown
00037,unknown
00038,unknown
00039,unknown
00040,unknown
00041,unknown
00042,unknown
00043,unknown
00044,spurious
00045,spurious
00046,spurious
00047,spurious
00048,spurious
00049,spurious
00050,spurious
00051,spurious
00052,spurious
00053,unknown
00054,unknown
00055,unknown
00056,unknown
00057,spurious
00058,spurious
00059,spurious
00060,spurious
00061,spurious
00062,spurious
00063,spurious
00064,spurious
00065,spurious
00066,spurious
00067,spurious
00068,spurious
00069,unknown
00070,spurious
00071,spurious
00072,spurious
00073,unknown
00074,unknown
00075,unknown
00076,spurious
00077,spurious
00078,unknown
00079,spurious
00080,spurious
00081,unknown
00082,spurious
00083,unknown
00084,unknown
00085,unknown
00086,unknown
00087,spurious
00088,spurious
00089,unknown
00090,spurious
00091,unknown
00092,unknown
00093,unknown
00094,unknown
00095,unknown
00096,unknown
00097,unknown
00098,unknown
00099,unknown
00100,unknown
00101,unknown
00102,spurious
00103,spurious
00104,spurious
00105,spurious
00106,unknown
00107,unknown
00108,unknown
00109,unknown
00110,unknown
00111,spurious
00112,spurious
00113,spurious
00114,unknown
00115,unknown
00116,unknown
00117,unknown
00118,spurious
00119,spurious
00120,spurious
00121,spurious
00122,spurious
00123,spurious
00124,unknown
00125,spurious
00126,spurious
00127,spurious
00128,spurious
00129,spurious
00130,spurious
00131,spurious
00132,spurious
00133,spurious
00134,spurious
00135,spurious
00136,spurious
00137,spurious
00138,spurious
00139,spurious
00140,spurious
00141,spurious
00142,spurious
00143,spurious
00144,spurious
00145,spurious
00146,spurious
00147,spurious
00148,spurious
00149,spurious
00150,spurious
00151,spurious
00152,unknown
00153,spurious
00154,spurious
00155,spurious
00156,spurious
00157,spurious
00158,spurious
00159,spurious
00160,spurious
00161,spurious
00162,spurious
00163,spurious
00164,unknown
00165,spurious
00166,spurious
00167,spurious
00168,spurious
00169,spurious
00170,spurious
00171,spurious
00172,spurious
00173,spurious
00174,spurious
00175,spurious
00176,spurious
00177,spurious
00178,spurious
00179,spurious
00180,spurious
00181,spurious
00182,spurious
00183,spurious
00184,spurious
00185,spurious
00186,spurious
00187,spurious
00188,spurious
00189,unknown
00190,unknown
00191,unknown
00192,unknown
00193,unknown
00194,unknown
00195,unknown
00196,unknown
00197,unknown
00198,unknown
00199,unknown
00200,unknown
00201,unknown
00202,unknown
00203,unknown
00204,spurious
00205,spurious
00206,spurious
00207,spurious
00208,unknown
00209,unknown
00210,unknown
00211,unknown
00212,unknown
00213,unknown
00214,unknown
00215,unknown
00216,unknown
00217,unknown
00218,unknown
00219,spurious
00220,spurious
00221,spurious
00222,spurious
00223,spurious
00224,spurious
00225,spurious
00226,spurious
00227,spurious
00228,spurious
00229,spurious
00230,spurious
00231,unknown
00232,true
00233,unknown
00234,unknown
00235,unknown
00236,unknown
00237,unknown
00238,unknown
00239,unknown
00240,unknown
00241,unknown
00242,unknown
00243,unknown
00244,unknown
00245,unknown
00246,unknown
00247,spurious
00248,true
00249,spurious
00250,spurious
00251,unknown
00252,unknown
00253,unknown
00254,unknown
00255,unknown
00256,unknown
00257,unknown
00258,unknown
00259,unknown
00260,unknown
00261,unknown
00262,unknown
00263,unknown
00264,unknown
00265,unknown
00266,unknown
00267,unknown
00268,unknown
00269,unknown
00270,spurious
00271,unknown
00272,unknown
00273,spurious
00274,spurious
00275,spurious
00276,unknown
00277,unknown
00278,spurious
00279,spurious
00280,spurious
00281,spurious
00282,spurious
00283,spurious
00284,unknown
00285,unknown
00286,spurious
00287,spurious
00288,spurious
00289,spurious
00290,unknown
00291,unknown
00292,spurious
00293,spurious
