00001,unknown
00002,error
00003,error
00004,spurious
00005,spurious
00006,spurious
00007,unknown
00008,unknown
00009,unknown
00010,unknown
00011,unknown
00012,unknown
00013,unknown
00014,unknown
00015,unknown
00016,unknown
00017,spurious
00018,spurious
00019,spurious
00020,spurious
00021,spurious
00022,spurious
00023,spurious
00024,spurious
00025,spurious
00026,spurious
00027,spurious
00028,error
00029,error
00030,error
00031,error
00032,error
00033,error
00034,error
00035,unknown
00036,error
00037,unknown
00038,error
00039,error
00040,unknown
00041,error
00042,error
00043,error
00044,unknown
00045,error
00046,error
00047,error
00048,spurious
00049,error
00050,error
00051,error
00052,spurious
00053,error
00054,error
00055,error
00056,unknown
00057,error
00058,error
00059,spurious
00060,spurious
00061,error
00062,error
00063,error
00064,error
00065,error
00066,error
00067,error
00068,unknown
00069,error
00070,error
00071,error
00072,error
00073,error
00074,error
00075,error
00076,error
00077,error
00078,error
00079,error
00080,error
00081,error
00082,error
00083,error
00084,error
00085,unknown
00086,error
00087,spurious
00088,spurious
00089,spurious
00090,spurious
00091,spurious
00092,error
00093,error
00094,unknown
00095,spurious
00096,spurious
00097,spurious
00098,spurious
00099,spurious
00100,spurious
00101,unknown
00102,spurious
00103,spurious
00104,spurious
00105,spurious
00106,unknown
00107,spurious
00108,spurious
00109,spurious
00110,spurious
00111,spurious
00112,unknown
00113,unknown
00114,unknown
00115,unknown
00116,unknown
00117,unknown
00118,spurious
00119,spurious
00120,spurious
00121,spurious
00122,spurious
00123,spurious
00124,unknown
00125,unknown
00126,unknown
00127,spurious
00128,unknown
00129,unknown
00130,unknown
00131,unknown
00132,unknown
00133,unknown
00134,unknown
00135,unknown
00136,unknown
00137,unknown
00138,unknown
00139,unknown
00140,spurious
00141,spurious
00142,spurious
00143,unknown
00144,spurious
00145,spurious
00146,spurious
00147,spurious
00148,spurious
00149,unknown
00150,unknown
00151,unknown
00152,unknown
00153,spurious
00154,unknown
00155,unknown
00156,unknown
00157,unknown
00158,unknown
00159,unknown
00160,spurious
00161,unknown
00162,unknown
00163,unknown
00164,unknown
00165,unknown
00166,unknown
00167,unknown
00168,unknown
00169,unknown
00170,unknown
00171,spurious
00172,spurious
00173,spurious
00174,spurious
00175,unknown
00176,unknown
00177,unknown
00178,unknown
00179,unknown
00180,unknown
00181,unknown
00182,unknown
00183,unknown
00184,unknown
00185,unknown
00186,unknown
00187,spurious
00188,spurious
00189,spurious
00190,spurious
00191,spurious
00192,spurious
00193,spurious
00194,spurious
00195,spurious
00196,spurious
00197,spurious
00198,spurious
00199,spurious
00200,spurious
00201,unknown
00202,unknown
00203,unknown
00204,unknown
00205,unknown
00206,unknown
00207,spurious
00208,spurious
00209,spurious
00210,spurious
00211,spurious
00212,spurious
00213,unknown
00214,unknown
00215,unknown
00216,unknown
00217,error
00218,error
00219,error
00220,unknown
00221,error
00222,unknown
00223,unknown
00224,unknown
00225,unknown
00226,unknown
00227,unknown
00228,error
00229,error
00230,unknown
00231,error
00232,error
00233,unknown
00234,error
00235,error
00236,error
00237,error
00238,spurious
00239,error
00240,error
00241,spurious
00242,error
00243,spurious
00244,spurious
00245,unknown
00246,unknown
00247,unknown
00248,unknown
00249,unknown
00250,spurious
00251,unknown
00252,unknown
00253,error
00254,error
00255,error
00256,error
00257,error
00258,error
00259,error
00260,error
00261,error
00262,error
00263,error
00264,error
00265,unknown
00266,unknown
00267,error
00268,error
00269,error
00270,spurious
00271,error
00272,error
00273,error
00274,spurious
00275,error
00276,error
00277,error
00278,unknown
00279,error
00280,spurious
00281,unknown
00282,spurious
00283,spurious
00284,spurious
00285,spurious
00286,unknown
00287,spurious
00288,spurious
00289,unknown
00290,spurious
00291,spurious
00292,spurious
00293,unknown
00294,error
00295,unknown
00296,unknown
00297,unknown
00298,unknown
00299,unknown
00300,unknown
00301,unknown
00302,unknown
00303,unknown
00304,unknown
00305,error
00306,unknown
00307,unknown
00308,unknown
00309,unknown
00310,unknown
00311,unknown
00312,unknown
00313,unknown
00314,unknown
00315,spurious
00316,spurious
00317,spurious
00318,spurious
00319,spurious
00320,spurious
00321,spurious
00322,spurious
00323,spurious
00324,spurious
00325,spurious
00326,spurious
00327,spurious
00328,spurious
00329,spurious
00330,spurious
00331,spurious
00332,spurious
00333,spurious
00334,spurious
00335,spurious
00336,spurious
00337,spurious
